cell_id,event_id,event_date,lat,lon,bmc_ward_code,rainfall_24h_mm,antecedent_rainfall_3d_mm,antecedent_rainfall_7d_mm,peak_hourly_rainfall_mm,elevation_mean_m,slope_mean_deg,builtup_fraction,water_fraction,vegetation_fraction,dist_to_water_m,dist_to_drainage_m,flood_area_m2,flood_fraction,observed_flooded
CELL_0105,EV_2018_08_24,2018-08-24,18.905155,72.801948,UNKNOWN,110.2,45.0,92.5,20.5,37.81,2.5,0.39,0.0,0.16,13355.8,13355.8,10400.0,0.0416,0
CELL_0106,EV_2018_08_24,2018-08-24,18.90967,72.801889,UNKNOWN,110.2,45.0,92.5,20.5,37.42,2.5,0.39,0.0,0.16,13053.7,13053.7,10400.0,0.0416,0
CELL_0107,EV_2018_08_24,2018-08-24,18.945795,72.801416,UNKNOWN,110.2,45.0,92.5,20.5,34.31,2.5,0.39,0.0,0.16,9283.8,9283.8,10400.0,0.0416,0
CELL_0108,EV_2018_08_24,2018-08-24,18.95031,72.801357,D,110.2,45.0,92.5,20.5,27.53,1.1,0.421,0.0,0.063,8787.0,8787.0,11250.0,0.045,0
CELL_0109,EV_2018_08_24,2018-08-24,18.954826,72.801298,D,110.2,45.0,92.5,20.5,27.14,1.1,0.421,0.0,0.063,8290.6,8290.6,11250.0,0.045,0
CELL_0110,EV_2018_08_24,2018-08-24,18.959341,72.801238,D,110.2,45.0,92.5,20.5,26.75,1.1,0.421,0.0,0.063,7794.7,7794.7,11250.0,0.045,0
CELL_0111,EV_2018_08_24,2018-08-24,18.963857,72.801179,D,110.2,45.0,92.5,20.5,26.36,1.1,0.421,0.0,0.063,7299.3,7299.3,11250.0,0.045,0
CELL_0112,EV_2018_08_24,2018-08-24,18.968372,72.80112,D,110.2,45.0,92.5,20.5,25.97,1.1,0.421,0.0,0.063,6804.5,6804.5,11250.0,0.045,0
CELL_0113,EV_2018_08_24,2018-08-24,18.972888,72.801061,UNKNOWN,110.2,45.0,92.5,20.5,31.98,2.5,0.39,0.0,0.16,6310.6,6310.6,10400.0,0.0416,0
CELL_0114,EV_2018_08_24,2018-08-24,18.977403,72.801001,UNKNOWN,110.2,45.0,92.5,20.5,31.59,2.5,0.39,0.0,0.16,5817.8,5817.8,10400.0,0.0416,0
CELL_0115,EV_2018_08_24,2018-08-24,19.135445,72.798917,K/W,110.2,45.0,92.5,20.5,17.43,1.9,0.387,0.0,0.118,2368.3,2368.3,10325.0,0.0413,0
CELL_0116,EV_2018_08_24,2018-08-24,19.13996,72.798857,P/N,110.2,45.0,92.5,20.5,21.74,2.97,0.352,0.0,0.179,2516.2,2516.2,9400.0,0.0376,0
CELL_0117,EV_2018_08_24,2018-08-24,19.144475,72.798797,P/N,110.2,45.0,92.5,20.5,21.57,3.0,0.352,0.0,0.179,2748.4,2748.4,9400.0,0.0376,0
CELL_0118,EV_2018_08_24,2018-08-24,19.148991,72.798737,P/N,110.2,45.0,92.5,20.5,21.43,3.03,0.352,0.0,0.179,3045.7,3045.7,9400.0,0.0376,0
CELL_0119,EV_2018_08_24,2018-08-24,19.153506,72.798677,P/N,110.2,45.0,92.5,20.5,21.3,3.06,0.352,0.0,0.179,3391.0,3391.0,9400.0,0.0376,0
CELL_0120,EV_2018_08_24,2018-08-24,19.158022,72.798617,P/N,110.2,45.0,92.5,20.5,21.18,3.07,0.352,0.0,0.179,3771.1,3771.1,9400.0,0.0376,0
CELL_0121,EV_2018_08_24,2018-08-24,19.162537,72.798557,P/N,110.2,45.0,92.5,20.5,21.08,3.08,0.352,0.0,0.179,4176.6,4176.6,9400.0,0.0376,0
CELL_0122,EV_2018_08_24,2018-08-24,19.167052,72.798497,P/N,110.2,45.0,92.5,20.5,20.98,3.09,0.352,0.0,0.179,4420.6,4420.6,9400.0,0.0376,0
CELL_0123,EV_2018_08_24,2018-08-24,19.171568,72.798437,P/N,110.2,45.0,92.5,20.5,20.87,3.08,0.352,0.0,0.179,4069.9,4069.9,9400.0,0.0376,0
CELL_0124,EV_2018_08_24,2018-08-24,19.176083,72.798377,P/N,110.2,45.0,92.5,20.5,20.78,3.07,0.352,0.0,0.179,3753.2,3753.2,9400.0,0.0376,0
CELL_0125,EV_2018_08_24,2018-08-24,19.180599,72.798317,P/N,110.2,45.0,92.5,20.5,20.71,3.06,0.352,0.0,0.179,3479.8,3479.8,9400.0,0.0376,0
CELL_0126,EV_2018_08_24,2018-08-24,19.185114,72.798257,P/N,110.2,45.0,92.5,20.5,20.66,3.05,0.352,0.0,0.179,3260.6,3260.6,9400.0,0.0376,0
CELL_0127,EV_2018_08_24,2018-08-24,19.189629,72.798197,P/N,110.2,45.0,92.5,20.5,20.65,3.04,0.352,0.0,0.179,3107.1,3107.1,9400.0,0.0376,0
CELL_0128,EV_2018_08_24,2018-08-24,19.194145,72.798137,P/N,110.2,45.0,92.5,20.5,20.66,3.03,0.352,0.0,0.179,3029.3,3029.3,9400.0,0.0376,0
CELL_0129,EV_2018_08_24,2018-08-24,19.19866,72.798077,P/N,110.2,45.0,92.5,20.5,20.71,3.03,0.352,0.0,0.179,3033.0,3033.0,9400.0,0.0376,0
CELL_0130,EV_2018_08_24,2018-08-24,19.203176,72.798017,P/N,110.2,45.0,92.5,20.5,20.79,3.04,0.352,0.0,0.179,3117.9,3117.9,9400.0,0.0376,0
CELL_0131,EV_2018_08_24,2018-08-24,19.207691,72.797957,P/N,110.2,45.0,92.5,20.5,20.9,3.05,0.352,0.0,0.179,3277.8,3277.8,9400.0,0.0376,0
CELL_0132,EV_2018_08_24,2018-08-24,19.212206,72.797897,P/N,110.2,45.0,92.5,20.5,21.04,3.06,0.352,0.0,0.179,3502.3,3502.3,9400.0,0.0376,0
CELL_0133,EV_2018_08_24,2018-08-24,19.216722,72.797837,P/N,110.2,45.0,92.5,20.5,21.19,3.07,0.352,0.0,0.179,3780.0,3780.0,9400.0,0.0376,0
CELL_0134,EV_2018_08_24,2018-08-24,19.221237,72.797776,P/N,110.2,45.0,92.5,20.5,21.37,3.08,0.352,0.0,0.179,4100.1,4100.1,9400.0,0.0376,0
CELL_0135,EV_2018_08_24,2018-08-24,19.225753,72.797716,R/C,110.2,45.0,92.5,20.5,25.94,4.18,0.314,0.0,0.254,4166.2,4166.2,8375.0,0.0335,0
CELL_0136,EV_2018_08_24,2018-08-24,19.230268,72.797656,R/C,110.2,45.0,92.5,20.5,26.11,4.17,0.314,0.0,0.254,3921.7,3921.7,8375.0,0.0335,0
CELL_0137,EV_2018_08_24,2018-08-24,19.234783,72.797596,R/C,110.2,45.0,92.5,20.5,26.3,4.16,0.314,0.0,0.254,3728.6,3728.6,8375.0,0.0335,0
CELL_0138,EV_2018_08_24,2018-08-24,19.239299,72.797536,R/C,110.2,45.0,92.5,20.5,26.51,4.15,0.314,0.0,0.254,3595.1,3595.1,8375.0,0.0335,0
CELL_0139,EV_2018_08_24,2018-08-24,19.243814,72.797475,R/C,110.2,45.0,92.5,20.5,26.73,4.15,0.314,0.0,0.254,3528.0,3528.0,8375.0,0.0335,0
CELL_0140,EV_2018_08_24,2018-08-24,19.248329,72.797415,R/C,110.2,45.0,92.5,20.5,26.98,4.15,0.314,0.0,0.254,3531.2,3531.2,8375.0,0.0335,0
CELL_0141,EV_2018_08_24,2018-08-24,19.252845,72.797355,R/C,110.2,45.0,92.5,20.5,27.24,4.15,0.314,0.0,0.254,3604.5,3604.5,8375.0,0.0335,0
CELL_0142,EV_2018_08_24,2018-08-24,19.25736,72.797294,R/C,110.2,45.0,92.5,20.5,27.51,4.16,0.314,0.0,0.254,3743.6,3743.6,8375.0,0.0335,0
CELL_0143,EV_2018_08_24,2018-08-24,19.261875,72.797234,R/C,110.2,45.0,92.5,20.5,27.8,4.17,0.314,0.0,0.254,3941.7,3941.7,8375.0,0.0335,0
CELL_0144,EV_2018_08_24,2018-08-24,18.89618,72.80681,A,110.2,45.0,92.5,20.5,30.68,0.8,0.428,0.0,0.049,13622.1,13622.1,11425.0,0.0457,0
CELL_0145,EV_2018_08_24,2018-08-24,18.900695,72.806751,A,110.2,45.0,92.5,20.5,30.29,0.8,0.428,0.0,0.049,13288.5,13288.5,11425.0,0.0457,0
CELL_0146,EV_2018_08_24,2018-08-24,18.905211,72.806692,A,110.2,45.0,92.5,20.5,29.9,0.8,0.428,0.0,0.049,12965.6,12965.6,11425.0,0.0457,0
CELL_0147,EV_2018_08_24,2018-08-24,18.909726,72.806633,A,110.2,45.0,92.5,20.5,29.51,0.8,0.428,0.0,0.049,12654.2,12654.2,11425.0,0.0457,0
CELL_0148,EV_2018_08_24,2018-08-24,18.914242,72.806574,UNKNOWN,110.2,45.0,92.5,20.5,36.92,2.5,0.39,0.0,0.16,12355.2,12355.2,10400.0,0.0416,0
CELL_0149,EV_2018_08_24,2018-08-24,18.950366,72.806102,UNKNOWN,110.2,45.0,92.5,20.5,33.81,2.5,0.39,0.0,0.16,8743.1,8743.1,10400.0,0.0416,0
CELL_0150,EV_2018_08_24,2018-08-24,18.954882,72.806043,D,110.2,45.0,92.5,20.5,27.02,1.1,0.421,0.0,0.063,8244.0,8244.0,11250.0,0.045,0
CELL_0151,EV_2018_08_24,2018-08-24,18.959397,72.805984,D,110.2,45.0,92.5,20.5,26.62,1.1,0.421,0.0,0.063,7745.1,7745.1,11250.0,0.045,0
CELL_0152,EV_2018_08_24,2018-08-24,18.963913,72.805925,D,110.2,45.0,92.5,20.5,26.23,1.1,0.421,0.0,0.063,7246.3,7246.3,11250.0,0.045,0
CELL_0153,EV_2018_08_24,2018-08-24,18.968428,72.805866,D,110.2,45.0,92.5,20.5,25.84,1.1,0.421,0.0,0.063,6747.7,6747.7,11250.0,0.045,0
CELL_0154,EV_2018_08_24,2018-08-24,18.972944,72.805807,D,110.2,45.0,92.5,20.5,25.45,1.1,0.421,0.0,0.063,6249.3,6249.3,11250.0,0.045,0
CELL_0155,EV_2018_08_24,2018-08-24,18.97746,72.805748,D,110.2,45.0,92.5,20.5,25.05,1.1,0.421,0.0,0.063,5751.2,5751.2,11250.0,0.045,0
CELL_0156,EV_2018_08_24,2018-08-24,18.981975,72.805689,UNKNOWN,110.2,45.0,92.5,20.5,31.06,2.5,0.39,0.0,0.16,5253.4,5253.4,10400.0,0.0416,0
CELL_0157,EV_2018_08_24,2018-08-24,19.135501,72.803668,UNKNOWN,110.2,45.0,92.5,20.5,19.28,2.26,0.39,0.0,0.16,1881.0,1881.0,10400.0,0.0416,0
CELL_0158,EV_2018_08_24,2018-08-24,19.140017,72.803608,K/W,110.2,45.0,92.5,20.5,16.8,1.85,0.387,0.0,0.118,2064.1,2064.1,10325.0,0.0413,0
CELL_0159,EV_2018_08_24,2018-08-24,19.144532,72.803548,P/N,110.2,45.0,92.5,20.5,21.16,2.93,0.352,0.0,0.179,2341.6,2341.6,9400.0,0.0376,0
CELL_0160,EV_2018_08_24,2018-08-24,19.149048,72.803488,P/N,110.2,45.0,92.5,20.5,21.02,2.99,0.352,0.0,0.179,2684.3,2684.3,9400.0,0.0376,0
CELL_0161,EV_2018_08_24,2018-08-24,19.153563,72.803429,P/N,110.2,45.0,92.5,20.5,20.9,3.03,0.352,0.0,0.179,3070.5,3070.5,9400.0,0.0376,0
CELL_0162,EV_2018_08_24,2018-08-24,19.158079,72.803369,P/N,110.2,45.0,92.5,20.5,20.78,3.06,0.352,0.0,0.179,3485.8,3485.8,9400.0,0.0376,0
CELL_0163,EV_2018_08_24,2018-08-24,19.162594,72.803309,P/N,110.2,45.0,92.5,20.5,20.68,3.08,0.352,0.0,0.179,3920.8,3920.8,9400.0,0.0376,0
CELL_0164,EV_2018_08_24,2018-08-24,19.167109,72.803249,P/N,110.2,45.0,92.5,20.5,20.57,3.08,0.352,0.0,0.179,4095.2,4095.2,9400.0,0.0376,0
CELL_0165,EV_2018_08_24,2018-08-24,19.171625,72.803189,P/N,110.2,45.0,92.5,20.5,20.45,3.07,0.352,0.0,0.179,3713.9,3713.9,9400.0,0.0376,0
CELL_0166,EV_2018_08_24,2018-08-24,19.17614,72.803129,P/N,110.2,45.0,92.5,20.5,20.34,3.05,0.352,0.0,0.179,3363.9,3363.9,9400.0,0.0376,0
CELL_0167,EV_2018_08_24,2018-08-24,19.180656,72.80307,P/N,110.2,45.0,92.5,20.5,20.26,3.03,0.352,0.0,0.179,3055.9,3055.9,9400.0,0.0376,0
CELL_0168,EV_2018_08_24,2018-08-24,19.185171,72.80301,P/N,110.2,45.0,92.5,20.5,20.21,3.01,0.352,0.0,0.179,2803.7,2803.7,9400.0,0.0376,0
CELL_0169,EV_2018_08_24,2018-08-24,19.189686,72.80295,P/N,110.2,45.0,92.5,20.5,20.18,2.98,0.352,0.0,0.179,2623.6,2623.6,9400.0,0.0376,0
CELL_0170,EV_2018_08_24,2018-08-24,19.194202,72.80289,P/N,110.2,45.0,92.5,20.5,20.19,2.97,0.352,0.0,0.179,2531.0,2531.0,9400.0,0.0376,0
CELL_0171,EV_2018_08_24,2018-08-24,19.198717,72.80283,P/N,110.2,45.0,92.5,20.5,20.24,2.97,0.352,0.0,0.179,2535.4,2535.4,9400.0,0.0376,0
CELL_0172,EV_2018_08_24,2018-08-24,19.203233,72.80277,P/N,110.2,45.0,92.5,20.5,20.33,2.99,0.352,0.0,0.179,2636.4,2636.4,9400.0,0.0376,0
CELL_0173,EV_2018_08_24,2018-08-24,19.207748,72.80271,P/N,110.2,45.0,92.5,20.5,20.46,3.01,0.352,0.0,0.179,2823.7,2823.7,9400.0,0.0376,0
CELL_0174,EV_2018_08_24,2018-08-24,19.212263,72.80265,P/N,110.2,45.0,92.5,20.5,20.61,3.03,0.352,0.0,0.179,3081.5,3081.5,9400.0,0.0376,0
CELL_0175,EV_2018_08_24,2018-08-24,19.216779,72.80259,P/N,110.2,45.0,92.5,20.5,20.79,3.06,0.352,0.0,0.179,3393.8,3393.8,9400.0,0.0376,0
CELL_0176,EV_2018_08_24,2018-08-24,19.221294,72.80253,P/N,110.2,45.0,92.5,20.5,20.98,3.07,0.352,0.0,0.179,3747.1,3747.1,9400.0,0.0376,0
CELL_0177,EV_2018_08_24,2018-08-24,19.22581,72.80247,R/C,110.2,45.0,92.5,20.5,25.56,4.16,0.314,0.0,0.254,3753.2,3753.2,8375.0,0.0335,0
CELL_0178,EV_2018_08_24,2018-08-24,19.230325,72.80241,R/C,110.2,45.0,92.5,20.5,25.73,4.15,0.314,0.0,0.254,3479.8,3479.8,8375.0,0.0335,0
CELL_0179,EV_2018_08_24,2018-08-24,19.23484,72.80235,R/C,110.2,45.0,92.5,20.5,25.92,4.13,0.314,0.0,0.254,3260.6,3260.6,8375.0,0.0335,0
CELL_0180,EV_2018_08_24,2018-08-24,19.239356,72.802289,R/C,110.2,45.0,92.5,20.5,26.13,4.11,0.314,0.0,0.254,3107.1,3107.1,8375.0,0.0335,0
CELL_0181,EV_2018_08_24,2018-08-24,19.243871,72.802229,R/C,110.2,45.0,92.5,20.5,26.36,4.1,0.314,0.0,0.254,3029.3,3029.3,8375.0,0.0335,0
CELL_0182,EV_2018_08_24,2018-08-24,19.248387,72.802169,R/C,110.2,45.0,92.5,20.5,26.61,4.11,0.314,0.0,0.254,3033.0,3033.0,8375.0,0.0335,0
CELL_0183,EV_2018_08_24,2018-08-24,19.252902,72.802109,R/C,110.2,45.0,92.5,20.5,26.89,4.11,0.314,0.0,0.254,3117.9,3117.9,8375.0,0.0335,0
CELL_0184,EV_2018_08_24,2018-08-24,19.257417,72.802049,R/C,110.2,45.0,92.5,20.5,27.18,4.13,0.314,0.0,0.254,3277.8,3277.8,8375.0,0.0335,0
CELL_0185,EV_2018_08_24,2018-08-24,19.261933,72.801989,UNKNOWN,110.2,45.0,92.5,20.5,20.88,2.47,0.39,0.0,0.16,3502.3,3502.3,10400.0,0.0416,0
CELL_0186,EV_2018_08_24,2018-08-24,18.896236,72.811554,A,110.2,45.0,92.5,20.5,30.58,0.8,0.428,0.0,0.049,13258.6,13258.6,11425.0,0.0457,0
CELL_0187,EV_2018_08_24,2018-08-24,18.900751,72.811495,A,110.2,45.0,92.5,20.5,30.19,0.8,0.428,0.0,0.049,12915.6,12915.6,11425.0,0.0457,0
CELL_0188,EV_2018_08_24,2018-08-24,18.905267,72.811436,A,110.2,45.0,92.5,20.5,29.8,0.8,0.428,0.0,0.049,12583.2,12583.2,11425.0,0.0457,0
CELL_0189,EV_2018_08_24,2018-08-24,18.909782,72.811378,A,110.2,45.0,92.5,20.5,29.41,0.8,0.428,0.0,0.049,12262.1,12262.1,11425.0,0.0457,0
CELL_0190,EV_2018_08_24,2018-08-24,18.914298,72.811319,A,110.2,45.0,92.5,20.5,29.02,0.8,0.428,0.0,0.049,11953.3,11953.3,11425.0,0.0457,0
CELL_0191,EV_2018_08_24,2018-08-24,18.918814,72.81126,UNKNOWN,110.2,45.0,92.5,20.5,36.43,2.5,0.39,0.0,0.16,11657.8,11657.8,10400.0,0.0416,0
CELL_0192,EV_2018_08_24,2018-08-24,18.954938,72.810789,D,110.2,45.0,92.5,20.5,26.9,1.1,0.421,0.0,0.063,8227.6,8227.6,11250.0,0.045,0
CELL_0193,EV_2018_08_24,2018-08-24,18.959454,72.81073,D,110.2,45.0,92.5,20.5,26.51,1.1,0.421,0.0,0.063,7727.6,7727.6,11250.0,0.045,0
CELL_0194,EV_2018_08_24,2018-08-24,18.963969,72.810671,D,110.2,45.0,92.5,20.5,26.11,1.1,0.421,0.0,0.063,7227.6,7227.6,11250.0,0.045,0
CELL_0195,EV_2018_08_24,2018-08-24,18.968485,72.810612,D,110.2,45.0,92.5,20.5,25.72,1.1,0.421,0.0,0.063,6727.6,6727.6,11250.0,0.045,0
CELL_0196,EV_2018_08_24,2018-08-24,18.973,72.810553,D,110.2,45.0,92.5,20.5,25.32,1.1,0.421,0.0,0.063,6227.6,6227.6,11250.0,0.045,0
CELL_0197,EV_2018_08_24,2018-08-24,18.977516,72.810494,D,110.2,45.0,92.5,20.5,24.93,1.1,0.421,0.0,0.063,5727.6,5727.6,11250.0,0.045,0
CELL_0198,EV_2018_08_24,2018-08-24,18.982031,72.810435,G/S,110.2,45.0,92.5,20.5,24.73,1.2,0.388,0.0,0.086,5227.6,5227.6,10350.0,0.0414,0
CELL_0199,EV_2018_08_24,2018-08-24,18.986547,72.810376,G/S,110.2,45.0,92.5,20.5,24.32,1.2,0.388,0.0,0.086,4727.6,4727.6,10350.0,0.0414,0
CELL_0200,EV_2018_08_24,2018-08-24,18.991062,72.810317,UNKNOWN,110.2,45.0,92.5,20.5,30.12,2.49,0.39,0.0,0.16,4227.6,4227.6,10400.0,0.0416,0
CELL_0201,EV_2018_08_24,2018-08-24,18.995578,72.810258,UNKNOWN,110.2,45.0,92.5,20.5,29.7,2.48,0.39,0.0,0.16,3727.6,3727.6,10400.0,0.0416,0
CELL_0202,EV_2018_08_24,2018-08-24,19.000093,72.810199,UNKNOWN,110.2,45.0,92.5,20.5,29.28,2.46,0.39,0.0,0.16,3227.6,3227.6,10400.0,0.0416,0
CELL_0203,EV_2018_08_24,2018-08-24,19.004609,72.81014,UNKNOWN,110.2,45.0,92.5,20.5,28.84,2.42,0.39,0.0,0.16,2727.6,2727.6,10400.0,0.0416,0
CELL_0204,EV_2018_08_24,2018-08-24,19.131043,72.808478,UNKNOWN,110.2,45.0,92.5,20.5,18.97,2.02,0.39,0.0,0.16,1321.0,1321.0,10400.0,0.0416,0
CELL_0205,EV_2018_08_24,2018-08-24,19.135558,72.808419,K/W,110.2,45.0,92.5,20.5,16.46,1.65,0.387,0.0,0.118,1402.7,1402.7,10325.0,0.0413,0
CELL_0206,EV_2018_08_24,2018-08-24,19.140074,72.808359,K/W,110.2,45.0,92.5,20.5,16.34,1.74,0.387,0.0,0.118,1640.1,1640.1,10325.0,0.0413,0
CELL_0207,EV_2018_08_24,2018-08-24,19.144589,72.808299,K/W,110.2,45.0,92.5,20.5,16.23,1.83,0.387,0.0,0.118,1978.0,1978.0,10325.0,0.0413,0
CELL_0208,EV_2018_08_24,2018-08-24,19.149104,72.80824,K/W,110.2,45.0,92.5,20.5,16.12,1.9,0.387,0.0,0.118,2373.8,2373.8,10325.0,0.0413,0
CELL_0209,EV_2018_08_24,2018-08-24,19.15362,72.80818,P/N,110.2,45.0,92.5,20.5,20.5,3.01,0.352,0.0,0.179,2803.1,2803.1,9400.0,0.0376,0
CELL_0210,EV_2018_08_24,2018-08-24,19.158135,72.80812,P/N,110.2,45.0,92.5,20.5,20.39,3.05,0.352,0.0,0.179,3252.7,3252.7,9400.0,0.0376,0
CELL_0211,EV_2018_08_24,2018-08-24,19.162651,72.808061,P/N,110.2,45.0,92.5,20.5,20.29,3.07,0.352,0.0,0.179,3715.1,3715.1,9400.0,0.0376,0
CELL_0212,EV_2018_08_24,2018-08-24,19.167166,72.808001,P/N,110.2,45.0,92.5,20.5,20.17,3.07,0.352,0.0,0.179,3807.9,3807.9,9400.0,0.0376,0
CELL_0213,EV_2018_08_24,2018-08-24,19.171682,72.807941,P/N,110.2,45.0,92.5,20.5,20.03,3.06,0.352,0.0,0.179,3394.5,3394.5,9400.0,0.0376,0
CELL_0214,EV_2018_08_24,2018-08-24,19.176197,72.807882,P/N,110.2,45.0,92.5,20.5,19.91,3.03,0.352,0.0,0.179,3007.5,3007.5,9400.0,0.0376,0
CELL_0215,EV_2018_08_24,2018-08-24,19.180712,72.807822,P/N,110.2,45.0,92.5,20.5,19.81,2.99,0.352,0.0,0.179,2658.5,2658.5,9400.0,0.0376,0
CELL_0216,EV_2018_08_24,2018-08-24,19.185228,72.807762,P/N,110.2,45.0,92.5,20.5,19.73,2.94,0.352,0.0,0.179,2364.3,2364.3,9400.0,0.0376,0
CELL_0217,EV_2018_08_24,2018-08-24,19.189743,72.807702,P/N,110.2,45.0,92.5,20.5,19.69,2.89,0.352,0.0,0.179,2147.7,2147.7,9400.0,0.0376,0
CELL_0218,EV_2018_08_24,2018-08-24,19.194259,72.807642,P/N,110.2,45.0,92.5,20.5,19.69,2.86,0.352,0.0,0.179,2033.5,2033.5,9400.0,0.0376,0
CELL_0219,EV_2018_08_24,2018-08-24,19.198774,72.807583,P/N,110.2,45.0,92.5,20.5,19.74,2.86,0.352,0.0,0.179,2039.0,2039.0,9400.0,0.0376,0
CELL_0220,EV_2018_08_24,2018-08-24,19.20329,72.807523,P/N,110.2,45.0,92.5,20.5,19.85,2.89,0.352,0.0,0.179,2163.3,2163.3,9400.0,0.0376,0
CELL_0221,EV_2018_08_24,2018-08-24,19.207805,72.807463,P/N,110.2,45.0,92.5,20.5,20.0,2.94,0.352,0.0,0.179,2388.0,2388.0,9400.0,0.0376,0
CELL_0222,EV_2018_08_24,2018-08-24,19.21232,72.807403,R/S,110.2,45.0,92.5,20.5,21.68,3.28,0.337,0.0,0.201,2687.9,2687.9,9000.0,0.036,0
CELL_0223,EV_2018_08_24,2018-08-24,19.216836,72.807343,R/C,110.2,45.0,92.5,20.5,24.78,4.11,0.314,0.0,0.254,3040.9,3040.9,8375.0,0.0335,0
CELL_0224,EV_2018_08_24,2018-08-24,19.221351,72.807283,R/C,110.2,45.0,92.5,20.5,24.99,4.14,0.314,0.0,0.254,3430.7,3430.7,8375.0,0.0335,0
CELL_0225,EV_2018_08_24,2018-08-24,19.225867,72.807223,R/C,110.2,45.0,92.5,20.5,25.17,4.14,0.314,0.0,0.254,3363.9,3363.9,8375.0,0.0335,0
CELL_0226,EV_2018_08_24,2018-08-24,19.230382,72.807163,R/C,110.2,45.0,92.5,20.5,25.35,4.11,0.314,0.0,0.254,3055.9,3055.9,8375.0,0.0335,0
CELL_0227,EV_2018_08_24,2018-08-24,19.234897,72.807103,R/C,110.2,45.0,92.5,20.5,25.53,4.07,0.314,0.0,0.254,2803.7,2803.7,8375.0,0.0335,0
CELL_0228,EV_2018_08_24,2018-08-24,19.239413,72.807043,R/C,110.2,45.0,92.5,20.5,25.74,4.04,0.314,0.0,0.254,2623.6,2623.6,8375.0,0.0335,0
CELL_0229,EV_2018_08_24,2018-08-24,19.243928,72.806983,R/C,110.2,45.0,92.5,20.5,25.98,4.02,0.314,0.0,0.254,2531.0,2531.0,8375.0,0.0335,0
CELL_0230,EV_2018_08_24,2018-08-24,19.248444,72.806923,R/C,110.2,45.0,92.5,20.5,26.24,4.02,0.314,0.0,0.254,2535.4,2535.4,8375.0,0.0335,0
CELL_0231,EV_2018_08_24,2018-08-24,19.252959,72.806863,R/C,110.2,45.0,92.5,20.5,26.53,4.04,0.314,0.0,0.254,2636.4,2636.4,8375.0,0.0335,0
CELL_0232,EV_2018_08_24,2018-08-24,19.257474,72.806803,UNKNOWN,110.2,45.0,92.5,20.5,20.24,2.43,0.39,0.0,0.16,2823.7,2823.7,10400.0,0.0416,0
CELL_0233,EV_2018_08_24,2018-08-24,18.896292,72.816298,UNKNOWN,110.2,45.0,92.5,20.5,38.29,2.5,0.39,0.0,0.16,12904.3,12904.3,10400.0,0.0416,0
CELL_0234,EV_2018_08_24,2018-08-24,18.900807,72.81624,A,110.2,45.0,92.5,20.5,30.1,0.8,0.428,0.0,0.049,12551.6,12551.6,11425.0,0.0457,0
CELL_0235,EV_2018_08_24,2018-08-24,18.905323,72.816181,A,110.2,45.0,92.5,20.5,29.71,0.8,0.428,0.0,0.049,12209.2,12209.2,11425.0,0.0457,0
CELL_0236,EV_2018_08_24,2018-08-24,18.909838,72.816122,A,110.2,45.0,92.5,20.5,29.32,0.8,0.428,0.0,0.049,11878.0,11878.0,11425.0,0.0457,0
CELL_0237,EV_2018_08_24,2018-08-24,18.914354,72.816064,A,110.2,45.0,92.5,20.5,28.92,0.8,0.428,0.0,0.049,11559.0,11559.0,11425.0,0.0457,0
CELL_0238,EV_2018_08_24,2018-08-24,18.918869,72.816005,A,110.2,45.0,92.5,20.5,28.53,0.8,0.428,0.0,0.049,11253.1,11253.1,11425.0,0.0457,0
CELL_0239,EV_2018_08_24,2018-08-24,18.923385,72.815946,UNKNOWN,110.2,45.0,92.5,20.5,35.94,2.5,0.39,0.0,0.16,10961.5,10961.5,10400.0,0.0416,0
CELL_0240,EV_2018_08_24,2018-08-24,18.927901,72.815888,UNKNOWN,110.2,45.0,92.5,20.5,35.55,2.5,0.39,0.0,0.16,10685.4,10685.4,10400.0,0.0416,0
CELL_0241,EV_2018_08_24,2018-08-24,18.950478,72.815594,UNKNOWN,110.2,45.0,92.5,20.5,33.59,2.5,0.39,0.0,0.16,8740.7,8740.7,10400.0,0.0416,0
CELL_0242,EV_2018_08_24,2018-08-24,18.954994,72.815535,D,110.2,45.0,92.5,20.5,26.79,1.1,0.421,0.0,0.063,8241.5,8241.5,11250.0,0.045,0
CELL_0243,EV_2018_08_24,2018-08-24,18.95951,72.815476,D,110.2,45.0,92.5,20.5,26.4,1.1,0.421,0.0,0.063,7742.4,7742.4,11250.0,0.045,0
CELL_0244,EV_2018_08_24,2018-08-24,18.964025,72.815417,D,110.2,45.0,92.5,20.5,26.0,1.1,0.421,0.0,0.063,7243.4,7243.4,11250.0,0.045,0
CELL_0245,EV_2018_08_24,2018-08-24,18.968541,72.815359,D,110.2,45.0,92.5,20.5,25.6,1.1,0.421,0.0,0.063,6744.6,6744.6,11250.0,0.045,0
CELL_0246,EV_2018_08_24,2018-08-24,18.973056,72.8153,D,110.2,45.0,92.5,20.5,25.21,1.1,0.421,0.0,0.063,6246.0,6246.0,11250.0,0.045,0
CELL_0247,EV_2018_08_24,2018-08-24,18.977572,72.815241,D,110.2,45.0,92.5,20.5,24.81,1.1,0.421,0.0,0.063,5747.6,5747.6,11250.0,0.045,0
CELL_0248,EV_2018_08_24,2018-08-24,18.982087,72.815182,G/S,110.2,45.0,92.5,20.5,24.61,1.2,0.388,0.0,0.086,5249.5,5249.5,10350.0,0.0414,0
